Tweet,Offensive
Irgendwie verständlich daß Berlusconi diesen #Schulz mit einem KZ-Aufseher verglich.,OFFENSE
"Und zu dir,H,MAAS,am frühen Morgen, tust du nicht so wie das Volk es will, so lecke es am ARSCHE !(f.n.G.v.B) Lauf Forrest !!",OFFENSE
"@Beatrix_vStorch @hrfernsehen Setz dir mal keinen falschen Lorbeerkranz auf die schmierige Frisur, Mohammed!!: das tut die Deutsche Gesellschaft, bestehend  aus Gutmenschen, Duckmäusern und Hatern schon ganz von selbst... (orientierungslose Jugendliche in die Hände von Moslems treiben)",OFFENSE
"@Lotstep1 @SteinbachErika Nix Sezession, der Ruhrpott ist mir,woll! Und wer dat nich will dem komm ich dabei !Bei mir weht die DEUTSCHE FAHNE, nicht wie Merkel die unsere Fahne in den Dreck schmeißt und draufspuckt! Das Video kennt jeder,das ist ihre Einstellung zu unserem Land ! Blutmerkel !",OFFENSE
"@conny_asf @UlrichSiegmund @Moebbeck ""Zustände, wie in Berlin und Köln""? Das ist realitätsfernes Feindbild-Geschwafel. Fehlen jetzt nur noch die blühenden Landschaften im Osten",OTHER
"@HolgerEwald1 @jouwatch Ihr diskutiert allen ernstes über eine völlig schwachsinnige, noch dazu ausgezeichnete Rede einer vielleicht schon nicht mehr im Land befindlichen Psychopathin, habt ihr nichts besseres zu tun ⁉️",OFFENSE
@MFHeine @Frank_Pasemann @AfDKoeln Leute merkt es euch....Finger weg von schlechten Drogen..!!,OTHER
"Wer für das Recht und die Gerechtigkeit unter den Völkern demonstriert und gleichsam zu Gewalt gegen Juden aufruft, der ist klar zu verurteilen, der hat sein Recht auf Demonstration verwirkt und handelt im Widerspruch zum Recht - Islam ist antirassitisch #Jerusalem",OTHER
"@jeanvansta @maischberger @sebastiankurz wenn sie das so sehen, ist das ihr problem. mir jedenfalls geht es nicht ums vorführen.... |LBR| stellen sie sich eine person im studio vor, die sie sehr kritisch sehen. da wollen sie dann doch auch, dass wir ordentlich nachfragen. die gegenseite einnehmen. oder nicht?",OTHER
@AfD @Joerg_Meuthen Perfekt...Glückwunsch |LBR| Alles auf dem richtigen Weg...weiter so...!!,OTHER
Beim #integrationsforum im #dbbforum wird von Menschen aus der Praxis das @BAMF_Dialog als das inkompetenteste Bundesamt bezeichnet.,OTHER
"Seit wenigen Stunden zurück in Deutschland, was für eine lächerliche, manipulierte und verlogene Parteienlandschaft um Murksels Thron.",OFFENSE
Der Unterschied zwischen Udo Jürgens und Conchita zeigt wie sehr sich Europa in 4 Jahrzehnte gewandelt hat. Lebt damit!,OTHER
"@berndfachinsson @Amygdala712 Es gibt genug Fakten. Stehen mittlerweile sogar in der Bild... |LBR| Ich will gewiss keinen Krieg. Ich will nur, dass Frauen und Kinder sowie eine heile Familie dem Volk wichtiger werden als staatlich geförderter Asylbetrug",OFFENSE
"@JuttaMBrandt Na der Typ ist wohl die personifizierte LINKSGRÜNversyphte ABARTIGKEIT ! Das auch noch mit Aufruf zur Gewalt, die den DEUTSCHEN durch Messerschwingenden LIBANESEN-und TÜRKENABSCHAUM angetan werden soll, weil es ja so innovative Unmenschen sind! Wie kommt son Typ an solchen Posten",OFFENSE
@RamazanAkbas37 @welt Mit verlaub würde Dummheit Quietschen müssten Sie den ganzen Tag mit einer Öl Kanne herum laufen. Da 95% der Türkei in Asien liegt ist das reines Wunsch denken. Die NATO und EU braucht die Türkei nicht.,OFFENSE
@Heinrich_Krug HeinrichKrug lass dich von diesen Merkel Vasall nicht ärgern! Einfach diese Vasallen ignorieren!!!,OFFENSE
"Und diese ukrainischen Nazis werden heute vom Westen unterstützt - Poroschenko ist ein hinterfotziger Hund, er lügt und betrügt!!!",OFFENSE
"@RegSprecher Das sind alles nur ""Schlepper-Unterstützer"" und sollten bestraft werden!",OFFENSE
@anna_IIna Diese nichtsnützigen Analphabeten will Syrien nicht zurück...die sind froh das Deutschland sie nicht mehr hergibt...!,OFFENSE
Ich glaub ich weiß wer mich gemeldet hat,OTHER
"Der DE Rot Grün versiffte Journalismus hetzt gegen all die Präsidenten anderer Länder siehe Kurz , Orban, Trump die ihr Volk vorziehen |LBR| AFD",OFFENSE
@crabonace So ist`s eben in alten Mecklenburger Dörfern. Sie trauten sich nicht einmal Anzeige zu erstatten 😜,OTHER
"Verdammt nochmal, Ihr Afrikaner. Fangt endlich an, Eure Probleme |LBR| selbst zu lösen. Nur die besser Gestellten können abhauen.",OFFENSE
"Es ist widerlich sich diesen Machtpoker um Merkel mit ansehen zu müssen, zuzusehen welche Schwachmaten ausschließlich um MACHT streiten 🤢",OFFENSE
@dieLinke @katjakipping Sie stiehlt uns nur Lebenszeit!,OTHER
Früher waren Templer ein Ort für Mönche und Kämpfer. Wir aber suchen Denker und wahre Ritter. Der wahre Ritter kam immer aus dem Volk.,OTHER
"@maedchenblog Kommt vorbei, wir freuen uns über viele neue Chatterinnen. :-)",OTHER
"@gerhard_mangott @BSchmeitzner @EvgenyFeldman Ein Wahlkampf, der nicht stattfinden darf. Ist für mich auch spannend zu sehen, wie eine Navalnij Kampagne aussehen könnte.",OTHER
Eine jede Diktatur braucht unseriösen Journalismus wie Maischberger. |LBR| #maischberger,OTHER
"Piepser, ich war shoppen, Hemd gekauft in 44 ""Slim"" &gt;&gt;&gt; Schietkrom, dor passt doch nur so`n süddeutscher Sprottenbuckel rinn 😜",OTHER
"Gute Nacht, Ihr Lieben da draußen und träumt schön von Murksel und ihrem Kurzschwanzdackel Luschet 😜",OFFENSE
@focusonline Die Britten haben doch alles richtig gemacht. Raus aus der EU.,OTHER
@HLNbg @Arrtrad @LarsWinter_ @SOS_EUROPE_SOS @CDUdresden Was soll man schon von so einer Lügenbande erwarten? Alles politische Schwachköpfe!,OFFENSE
@KritischerTroll Es gibt nur ein Maas das ist ein Mittelmaß und heißt auch so @HeikoMaas,OFFENSE
@motikat @ARDde Aber da auch leider nicht mehr ...,OTHER
@ndaktuell @jungewelt Was heißt mehrere waren es zwei?,OTHER
"Jetzt diskutiert die SPD, ob es sich lohnt, mit der Union in Koalitionsverhandlungen einzusteigen, oder den mehr oder weniger direkten Weg zu Opposition und Neuwahlen zu suchen. |LBR| Das entscheidet der Bundesparteitag am kommenden Sonntag.",OTHER
@welt Wen Interessiert schon was der kleine Wicht ruft. Jerusalem ist die Hauptstadt Israels. Basta.,OFFENSE
Es ist zu kalt Khajiit friert,OTHER
@AfDFraktionAGH @DuHugonotte Hier sieht man wie die Polizei in DE angesehen ist,OTHER
Überfüllter Held*innenplatz. Wir gehen von über 60.000 Menschen aus. #Neujahrsempfang,OTHER
@AfD_Hessen @AfD_Support So werden wir von den Moslems unterwandert und die meisten kriegen nichts mit . Wir sind ein Christliches Abendland und haben die Moslems schon vor Wien Zurückgeschickt.Es wird Zeit denen die Grenzen aufzuzeigen!,OFFENSE
"Beifall. Illegale Invasoren abfangen und dorthin zurückjagen, |LBR| wo sie herkommen. Das erspart teure Abschiebungen. Weiter so.",OFFENSE
"Moin, Hat schon einer gemerkt das die ganzen Syrer wieder gehen können ??? Auch die hyperpigmentierten Schwarzafrikanischen ""SYRER"" können auch wieder nach Hause ! Da die Politik das nicht propagiert kann man wohl von gewollten Austausch reden !",OFFENSE
@NoBiTwt Der Abschaum der Menschheit bekommt deutsche Pässe! Diese schuldigen Behörden würden in einem Rechtsstaat verklagt!,OFFENSE
"@KopfKlara @jazzlover2017 Der Mann heißt Sarrazin! Er hat in seinem Buch 2010, schondie heutigen katastrophalen Zustände in den meisten deutschen Städten beschrieben!",OTHER
@kefer83512 @welt |LBR| Tiraden gibt es nur von Deutschland / EU gegen Trump und nicht umgekehrt |LBR| #manipulationspresse,OFFENSE
@focusonline Die Souveränität eines Landes ist ein Grundrecht. Niemand muss sich der EU unterwerfen. Die Britten haben als erstes erkannt das die EU der Weg in die Knechtschaft ist. Ich hoffe Polen Ungarn und Tschechien bieten der EU weiter die Stirn oder treten aus.,OTHER
"@Riedegost Lieber Ralf, da muss man kein Insider sein, so offensichtlich ist das 😂😂😂",OTHER
@anna_IIna Hören wir einfach auf uns aufzuregen...es sollte uns lieber egal sein...!,OTHER
"Die Opfer des Terrorangriffs in #TelAviv sind: Dr. Michael Feige (58), Ido Ben Ari (42), Ilana Naveh (39), Mila Mishaev (32) #Israel",OTHER
"Es war ein wunderbarer HAMBURG PRIDE 2014. Danke an alle Besucher_innen, Helfer_innen und Engagierte! #HamburgPride",OTHER
@tbe979 @Awp2015Awp @SawsanChebli Niemand mag die Sawsan.....ob das wohl bleibende Schäden hinterlässt..? |LBR| Beim @Ralf_Stegner sind sie eindeutig vorhanden....!,OTHER
@Andre_F_Wehner @RT_Deutsch Stimmt....aber Köln ist nicht minder zu bemitleiden 😃😃,OTHER
AUF DAS DER FUROR TEUTONICUS ERWACHT !zurhöllemitmerkel !,OFFENSE
"@tiefm66 @Jala_varietas Och,Frau Margareta aus der ""Gerechtigkeitsmanufaktur""ist es nicht nur gerecht,auch mal andere Meinungen außer der eigenen u des mainstreams zu respektieren?Schauen Sie sich a d bunten Strassen um-wen also wollen Sie mit rechts denn noch ernsthaft verletzen?",OTHER
"@DirkderKaiser @IQ_Stimulator 1933 hat man das mit den Juden gemacht, dass zeigt das die deutschen aus der Geschichte nichts gelernt haben! Wann öffnet Dachau wieder?😡😡😡",OFFENSE
@Buettner_MdB @LC180666 Wo ist dieses Plakat her?? Die Polizei Berlin Interessiert sich brennend dafür.,OTHER
"@hortarimar @Georg_Pazderski Wir sind keine islamische Organisation, sondern ein säkularer Verband.",OTHER
"Der IWF fordert die Enteignung der deutschen Sparer! |LBR| Und immer schön die CDU wählen, damit Merkel das umsetzen kann!!!",OTHER
"Schumacher, Brandt, Schmidt, Wehner, Leber u Ehmke wären in der heutigen SPD Nazis u der Shariah Schulz würde sie aus der SPD rausschmeißen",OFFENSE
Durchbruch bei Jamaika Koalitions Verhandlungen |LBR| Alle sind sich einig daß der Juchtenkäfer geschützt werden muß |LBR| Bei Bienen wird noch gerungen,OTHER
@darkegg4ever @67muellerPeter Schon mal daran gedacht das die Taten Teil einer bestimmten Strategie sind die gegen die Deutschen angewendet wird⁉️,OTHER
"@Alina_Stiegler DIE KOLONIESTAATEN SOLEN SICH UM AFRIKA KÜMMERN,AUSGEBEUTET HABEN SIE ES AUCH !!",OTHER
Mit einem Empfang im #Römer und beim #Bürgermeister endet die diesjährige #Israelpedia in #Frankfurt,OTHER
#Burkhardt von @ProAsyl: Das neue #Integrationsgesetz hebelt den individuellen Flüchtlingsschutz aus,OTHER
Hallo SPD |LBR| warum setzt ihr für eine Groko als Bedingung nicht einen anderen Kanzler als Merkel?,OTHER
@Grals_Hueter @dushanwegner Irgendwann ist Schluss mit reden und Toleranz,OTHER
@SchuhmacherFr @OnlineMagazin Ehrliche Antwort : wir haben Schwachmaten und Dumpfbacken als Politiker! 😉,OFFENSE
Nur die Dumm-Deutschen wollen es nicht begreifen!! |LBR| DUMBEST WOMAN ON EARTH: Angela Merkel says Islam is ‘not the source of terrorism’,OFFENSE
"@ioandar ""Traut ihr euch nicht, gelle. War schon klar!"" gehört zumindest für uns nicht zum üblichen Einstieg in eine sachlich geführte Diskussion. Wenn das bei Ihnen anders aussieht, tut uns das sehr leid für Sie. |LBR| Bei den Bürgschaften geht es im Übrigen um die Aufnahme von Verwandten.",OTHER
@Josie4you @Frank_Pasemann Es gäbe eine Lösung...wir sollten als Verstärkung die Maghreb-Polizei holen |LBR| Nichts fürchten die kleinen Schmarotzer mehr..!,OFFENSE
"@a_prigge Andreas, kannst Du nicht so ca. 10 Stück nach Mecklenburg beamen??? 😜 Ich würde mich auch von Waldheidelbeeren trennen 😂",OTHER
"Es kann nicht sein, dass in Deutschland mehr Asylanträge gestellt werden als in allen anderen EU-Ländern zusammen. Die EU muss bei der Lösung der weltweiten Flüchtlingskrise solidarisch sein und endlich Antworten liefern.",OTHER
@Hartes_Geld @DuHugonotte War doch nur ein „Polenböller“,OTHER
Mit dem Geld für die Goldjungenfamilien hätte man JEDEM DEUTSCHEN RENTNER/IN ein menschenwürdiges Dasein sichern können.ZUR HÖLLE MIT MERKEL,OFFENSE
"Eins hat Sultan Erdogan schnell erkannt, der Weg zum Islamischen Großreich (IS) wurde ihm vom ""Gefühlsdusel-Westen"" gut geebnet u. bezahlt 😜",OFFENSE
"@Calineczka505 Ich habe ja immer noch die Option nach Koszalin, od. Bialogard zu ziehen 😜",OTHER
"@info2099 @SnoopysBrain @1Netzreport @peppermind @mittelfinger Um mich hier einzuklinken, kurze Info an euch, verzettelt euch nicht in diesen (Nazidiskussionen) den das ist von der BRD Mafia gewollt, „teile und herrsche“ ist deren System fallt nicht darauf herein, Einigkeit hassen Sie, deshalb vereinigt euch alle‼️‼️",OTHER
"@OSchorsche @ErnstvAll Ist eben ein Dackel, macht meiner auch so &gt; baut sich dann noch auf, wie ein ""Rotti"" 😂😂😂",OTHER
"Josef Schuster, Präsident ZdJ: ""Die Existenz Iraels ist für uns Juden nicht eine Frage der Staatsräson, sondern der Lebensräson."" #DILK16",OTHER
heute in DIE ZEIT ein grosses Interview mit mir ueber ISIS (IS) und Lage in der Region!,OTHER
"@realHelmchen @Martin_Sellner Und das von einem Ungewaschenen ! Au Backe, Lord Helmchen !",OFFENSE
"Falls die Seite in der nächsten Zeit kurz offline ist, bitten wir um Verständnis - es wird gerade viel an ihr herumgebastelt. :-) Danke!",OTHER
"@Ralf_Stegner Sie sind leider ohne Bildung und ohne orthographische |LBR| Grundkenntnisse berechtigt, Ihren politischen Müll hinauszuonanieren.",OFFENSE
"@dillerjohann CDU hat Koalition mit Afd eindeutig ausgeschlossen, SPD dagegen Koalition mit linke nicht.",OTHER
"@welt Gabriel hat sich gemeldet weil er auch mal was sagen wollte!! Diese Witzfigur nimmt doch keiner erst, weltweit nicht!!",OFFENSE
Bin gerade so Mett ........,OTHER
@RamazanAkbas37 @BilgiliUeretmen Das ist ein Spinner der Türken hasst,OFFENSE
"Defende Europe. Ja, da stimme ich zu. Wir brauchen keine |LBR| Nazis. Wir brauchen Politiker mit Hirn und nicht mit Magenverkleinerung.",OFFENSE
@krippmarie Ja die machen das tatsächlich...ich könnte mir vorstellen sogar gegen ihren Willen....,OTHER
"Liebe #ARD &amp; #ZDF, sind die dramatischen +demokratisch-existentiellen Ereignisse in #Barcelona keine Sondersendung wert? Habt ihr Urlaub?",OTHER
"@Pasinelli72 Biologische Eigenschaften sind Angeboren, Ideologien nicht.",OTHER
@Fischblog Machts wie die Asiaten mit Mundschutz rumlaufen xD es gibt sogar welche mit Motiven,OTHER
@anna_IIna Dafür hat jemand bluten und teuer bezahlen müssen..,OTHER
@bakkanwahl @MiriamOzen Nennen wir sie beim Namen..Deserteure Fahnenflüchtige |LBR| Die werden in jedem Krieg verfolgt geächtet und hingerichtet... nur die🇩🇪lieben sie!!,OFFENSE
@Junge_Freiheit Die hätte man früher als Hexe verbrannt.,OFFENSE
@HughBronson_AfD @Mephisto966 Hitler ist zurück und heißt jetzt Merkel!!,OFFENSE
"Vier Wochen Theater hat genervt, vier Jahre wären schlimmer gewesen #JamaikaAbbruch",OTHER
@MiriamOzen Sind die Türken eigentlich alle so aggressiv..,OFFENSE
@Kadett_Pirx @Beatrix_vStorch Nein mich stört es nicht. Was stört Sie denn das die Türken mehr über Islam lernen? Uns geht das ja nichts an.,OTHER
"Die Zeit ist überreif für dass große Ausmisten in Politik, Justiz u Medien dieses ganze Rot Grün versiffte Parteibuch Pack zum Teufel jagen",OFFENSE
"@FJFStrauss @krippmarie @jouwatch Sehr gut!! Wer nie auf der Straße demonstriert hat, muss sich nicht beschweren. |LBR| Die Zeiten haben sich drastisch geändert.  Ein geheimes Kreuzchen in der Wahlurne oder ein wütender Internetkommentar reichen bei Weitem nicht!!",OTHER
"@Joemino @st3pp3nwQlf Ich weiß das sich am Thema nichts geändert hat, aber selbst ich hab gesehen das dieser Bericht von 2009 ist.",OTHER
Wahlergebnis war: Merkel muß weg. |LBR| Da sie nicht geht muß die CDU zur AfD bis die Merkel alleine ist. |LBR| So kann man sie auch loswerden,OTHER
10 points von Deutschland für das polnische Alpen-Porno. Das passt!,OTHER
"@RainerErichTD Das muss ja erstmal durchs Parlament gehen, wird werden sehn.",OTHER
"Man beobachte USA, Links und Grün stehen wie überall für,INTOLERANZ,GEWALT,TERROR,bei ""Gegendemos""das war schon immer so !",OFFENSE
"@welt Stimmt, und Merkel als Reinfall für das deutsche Volk und Europa!!! |LBR| Diese Heuchlerin sollte lieber ganz still sein!!!😡😡😡",OFFENSE
"@MonikaBergholz1 Leberwurst selber machen: Hühnchenleber, Maronen, Äpfel, Thymian, Mayoran, Zwiebel - saulecker!",OTHER
"Ich bin für islamische Kindergärten. In islamischen Staaten. In Österreich |LBR| bin ich für österreichische Kindergärten.Ja, so sehe ich das.",OTHER
"Heute wird “Unwort des Jahres” bekanntgegeben. Wie wärs mit „Fresse“, „Kacke“ oder „Bätschi”? 😂",OFFENSE
"Bosbach hätte die Ditfurth mit Ohrfeigen und Tritten aus dem Studio davonjagen |LBR| und ihr den Fächer ins Maul stopfen sollen. Ja, so wäre das.",OFFENSE
Europäer begreifen langsam dass sie durch #EU allen voran #Merkel #Juncker nur belogen und betrogen und ausgenommen werden. |LBR| #katalonien,OFFENSE
Längere Diskussion auf #altkatholisch|er #Synode über die Frage der Anlage-Richtlinien für die Gemeinden - #aksynode #aksynode16,OTHER
@Ragnar0212 Nadsi ???wenn schon her Obernadsi,OTHER
@cicero_online Wehret den Schlusspunkten. Gefällt mir.,OTHER
Bargeld wird abgeschafft! |LBR| Dann können Banken endlich ungeniert MinusZinsen von Ersparnissen abbuchen. |LBR| Ein Geldabheben ist nicht mehr möglich,OTHER
@KrahMax @Ralf_Stegner ...niemand mag dich😃😃...aber du erfüllst einen Riesen Zweck..👍😃,OFFENSE
"@norbertwagner3 @SteinbachErika Norbert der Grüne, willst ne Packung Mitleid? schenke ich dir und all deine Lauchfreunden. |LBR| Das du mir die Mauer wünscht ist aber nicht nett.",OTHER
Heute demonstrieren der Bayerischer Flüchtlingsrat u.a. um 19 Uhr am Flughafen München gegen Abschiebungenn nach #Afghanistan.,OTHER
Unter #Afghanischeraufschrei wird über das Protestzelt gegen #Abschiebungen nach #Afghanistan getwittert. #Afghanistanisnotsafe #Düsseldorf,OTHER
Zur Erinnerung es gibt eine große Bürgerliche Mehrheit im Bundestag aber Grundvoraussetzung ist Merkel u Schergen müssen weg |LBR| AFD wählen,OTHER
"@beBerlin @SawsanChebli @ronzheimer Liebe Sawsan...so sehr du dich auch bemühst deutsch sein zu wollen, so sehr gehst du anderen damit auf den Keks. |LBR| Ändere deine Taktik..unterstütze lieber andere Nationalitäten sich zu ihrer Herkunft zu bekennen. |L",OTHER
@FranzChristia15 @MiriamOzen Budweiser Werbung. Aber richtig gut.,OTHER
"@tagesschau Ein Afrikaner der in China lebt oder geboren ist, ist dann WAS? Africhinese. Das ist lachhaft. Es gibt nur eine Nationale Identität. Sie hängt von der Abstammung ab. Eine Ratte die im Pferdestall geboren wird, ist auch niemals ein Pferd. Darüber sollte wohl Einigkeit bestehen.",OFFENSE
